002272	American Micro-Fuel Device Corp.
E0A3AC	HUAWEI TECHNOLOGIES CO.,LTD
E0A670	Nokia Corporation
E0A700	Verkada Inc
E0A8B8	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
E0AAB0	GENERAL VISION ELECTRONICS CO. LTD.
E0ABFE	Orb Networks, Inc.
E0ACCB	Apple, Inc.
E0ACF1	Cisco Systems, Inc
E0AE5E	ALPS ELECTRIC CO.,LTD.
E0AEB2	Bender GmbH &amp; Co.KG
E0AEED	Loenk
E0AF4B	Pluribus Networks, Inc.
E0B2F1	FN-LINK TECHNOLOGY LIMITED
E0B52D	Apple, Inc.
E0B6F5	IEEE Registration Authority
E0B70A	ARRIS Group, Inc.
E0B7B1	ARRIS Group, Inc.
E0B94D	SHENZHEN BILIAN ELECTRONIC CO.，LTD
E0B9A5	AzureWave Technology Inc.
E0B9BA	Apple, Inc.
E0B9E5	Technicolor
E0BC43	C2 Microsystems, Inc.
E0C0D1	CK Telecom (Shenzhen) Limited
E0C286	Aisai Communication Technology Co., Ltd.
E0C2B7	Masimo Corporation
E0C3F3	zte corporation
E0C6B3	MilDef AB
E0C767	Apple, Inc.
E0C79D	Texas Instruments
E0C86A	SHENZHEN TW-SCIE Co., Ltd
E0C922	Jireh Energy Tech., Ltd.
E0C97A	Apple, Inc.
E0CA4D	Shenzhen Unistar Communication Co.,LTD
E0CA94	ASKEY COMPUTER CORP
E0CB1D	Private
E0CB4E	ASUSTek COMPUTER INC.
E0CBEE	Samsung Electronics Co.,Ltd
E0CDFD	Beijing E3Control Technology Co, LTD
E0CEC3	ASKEY COMPUTER CORP
E0CF2D	Gemintek Corporation
E0D10A	Katoudenkikougyousyo co ltd
E0D173	Cisco Systems, Inc
E0D1E6	Aliph dba Jawbone
E0D31A	EQUES Technology Co., Limited
E0D55E	GIGA-BYTE TECHNOLOGY CO.,LTD.
E0D7BA	Texas Instruments
E0D9A2	Hippih aps
E0D9E3	Eltex Enterprise Ltd.
E0DADC	JVC KENWOOD Corporation
E0DB10	Samsung Electronics Co.,Ltd
E0DB55	Dell Inc.
E0DB88	Open Standard Digital-IF Interface for SATCOM Systems
E0DCA0	Siemens Industrial Automation Products Ltd Chengdu
E0DDC0	vivo Mobile Communication Co., Ltd.
E0E5CF	Texas Instruments
E0E631	SNB TECHNOLOGIES LIMITED
E0E751	Nintendo Co., Ltd.
E0E7BB	Nureva, Inc.
E0E8E8	Olive Telecommunication Pvt. Ltd
E0ED1A	vastriver Technology Co., Ltd
E0EDC7	Shenzhen Friendcom Technology Development Co., Ltd
E0EE1B	Panasonic Automotive Systems Company of America
E0EF25	Lintes Technology Co., Ltd.
E0F211	Digitalwatt
E0F379	Vaddio
E0F5C6	Apple, Inc.
E0F5CA	CHENG UEI PRECISION INDUSTRY CO.,LTD.
E0F847	Apple, Inc.
E0F9BE	Cloudena Corp.
E0FAEC	Platan sp. z o.o. sp. k.
E0FFF7	Softiron Inc.
E20C0F	Kingston Technologies
E4029B	Intel Corporate
E40439	TomTom Software Ltd
E4115B	Hewlett Packard
E41218	ShenZhen Rapoo Technology Co., Ltd.
E4121D	Samsung Electronics Co.,Ltd
E41289	topsystem Systemhaus GmbH
E417D8	8BITDO TECHNOLOGY HK LIMITED
E4186B	ZyXEL Communications Corporation
E41A2C	ZPE Systems, Inc.
E41C4B	V2 TECHNOLOGY, INC.
E41D2D	Mellanox Technologies, Inc.
E41F13	IBM Corp
E422A5	PLANTRONICS, INC.
E42354	SHENZHEN FUZHI SOFTWARE TECHNOLOGY CO.,LTD
E425E7	Apple, Inc.
E425E9	Color-Chip
E42771	Smartlabs
E42AD3	Magneti Marelli S.p.A. Powertrain
E42C56	Lilee Systems, Ltd.
E42D02	TCT mobile ltd
E42F26	Fiberhome Telecommunication Technologies Co.,LTD
E42F56	OptoMET GmbH
E42FF6	Unicore communication Inc.
E432CB	Samsung Electronics Co.,Ltd
E43593	Hangzhou GoTo technology Co.Ltd
E435C8	HUAWEI TECHNOLOGIES CO.,LTD
E435FB	Sabre Technology (Hull) Ltd
E437D7	HENRI DEPAEPE S.A.S.
E438F2	Advantage Controls
E43ED7	Arcadyan Corporation
E43FA2	Wuxi DSP Technologies Inc.
E440E2	Samsung Electronics Co.,Ltd
E441E6	Ottec Technology GmbH
E442A6	Intel Corporate
E446BD	C&C TECHNIC TAIWAN CO., LTD.
E44790	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E448C7	Cisco SPVTG
E44C6C	Shenzhen Guo Wei Electronic Co,. Ltd.
E44E18	Gardasoft VisionLimited
E44F29	MA Lighting Technology GmbH
E44F5F	EDS Elektronik Destek San.Tic.Ltd.Sti
E4509A	HW Communications Ltd
E455EA	Dedicated Computing
E45614	Suttle Apparatus
E45740	ARRIS Group, Inc.
E457A8	Stuart Manufacturing, Inc.
E458B8	Samsung Electronics Co.,Ltd
E458E7	Samsung Electronics Co.,Ltd
E45AA2	vivo Mobile Communication Co., Ltd.
E45D51	Sfr
E45D52	Avaya Inc
E45D75	Samsung Electronics Co.,Ltd
E46251	HAO CHENG GROUP LIMITED
E46449	ARRIS Group, Inc.
E467BA	Danish Interpretation Systems A/S
E468A3	HUAWEI TECHNOLOGIES CO.,LTD
E4695A	Dictum Health, Inc.
E46C21	messMa GmbH
E46F13	D-Link International
E47185	Securifi Ltd
E4751E	Getinge Sterilization AB
E47723	zte corporation
E4776B	AARTESYS AG
E477D4	Minrray Industry Co.,Ltd
E47B3F	BEIJING CO-CLOUD TECHNOLOGY LTD.
E47CF9	Samsung Electronics Co.,Ltd
E47D5A	Beijing Hanbang Technology Corp.
E47DBD	Samsung Electronics Co.,Ltd
E47DEB	Shanghai Notion Information Technology CO.,LTD.
E47E66	HUAWEI TECHNOLOGIES CO.,LTD
E47FB2	FUJITSU LIMITED
E48184	Nokia
E481B3	Shenzhen ACT Industrial Co.,Ltd.
E48399	ARRIS Group, Inc.
E48501	Geberit International AG
E48AD5	RF WINDOW CO., LTD.
E48B7F	Apple, Inc.
E48C0F	Discovery Insure
E48D8C	Routerboard.com
E49069	Rockwell Automation
E4907E	Motorola Mobility LLC, a Lenovo Company
E492E7	Gridlink Tech. Co.,Ltd.
E492FB	Samsung Electronics Co.,Ltd
E4956E	IEEE Registration Authority
E496AE	ALTOGRAPHICS Inc.
E497F0	Shanghai VLC Technologies Ltd. Co.
E498D1	Microsoft Mobile Oy
E498D6	Apple, Inc.
E49A79	Apple, Inc.
E49E12	FREEBOX SAS
E4A1E6	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
E4A32F	Shanghai Artimen Technology Co., Ltd.
E4A387	Control Solutions LLC
E4A471	Intel Corporate
E4A5EF	TRON LINK ELECTRONICS CO., LTD.
E4A749	Palo Alto Networks
E4A7A0	Intel Corporate
E4A7FD	Cellco Partnership
E4A8B6	HUAWEI TECHNOLOGIES CO.,LTD
E4AA5D	Cisco Systems, Inc
E4AB46	UAB Selteka
E4AD7D	SCL Elements
E4AFA1	Hes-So
E4B005	Beijing IQIYI Science & Technology Co., Ltd.
E4B021	Samsung Electronics Co.,Ltd
E4B318	Intel Corporate
E4BAD9	360 Fly Inc.
E4BEED	Netcore Technology Inc.
E4C146	Objetivos y Servicios de Valor A
E4C1F1	SHENZHEN SPOTMAU INFORMATION TECHNOLIGY CO., Ltd
E4C2D1	HUAWEI TECHNOLOGIES CO.,LTD
E4C62B	Airware
E4C63D	Apple, Inc.
E4C6E6	Mophie, LLC
E4C722	Cisco Systems, Inc
E4C801	BLU Products Inc
E4C806	Ceiec Electric Technology Inc.
E4CE02	WyreStorm Technologies Ltd
E4CE70	Health & Life co., Ltd.
E4CE8F	Apple, Inc.
E4D332	TP-LINK TECHNOLOGIES CO.,LTD.
E4D3F1	Cisco Systems, Inc
E4D53D	Hon Hai Precision Ind. Co.,Ltd.
E4D71D	Oraya Therapeutics
E4DD79	En-Vision America, Inc.
E4E0C5	Samsung Electronics Co.,Ltd
E4E409	LEIFHEIT AG
E4E4AB	Apple, Inc.
E4EC10	Nokia Corporation
E4EEFD	MR&D Manufacturing
E4F365	Time-O-Matic, Inc.
E4F3E3	Shanghai iComhome Co.,Ltd.
E4F3F5	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
E4F4C6	Netgear
E4F7A1	Datafox GmbH
E4F89C	Intel Corporate
E4F8EF	Samsung Electronics Co.,Ltd
E4F939	Minxon Hotel Technology INC.
E4FA1D	PAD Peripheral Advanced Design Inc.
E4FAED	Samsung Electronics Co.,Ltd
E4FAFD	Intel Corporate
E4FB8F	MOBIWIRE MOBILES (NINGBO) CO.,LTD
E4FED9	EDMI Europe Ltd
E4FFDD	ELECTRON INDIA
E80036	Befs co,. ltd
E8039A	Samsung Electronics Co.,Ltd
E8040B	Apple, Inc.
E80410	Private
E80462	Cisco Systems, Inc
E804F3	Throughtek Co., Ltd.
E8056D	Nortel Networks
E80688	Apple, Inc.
E80734	Champion Optical Network Engineering, LLC
E807BF	SHENZHEN BOOMTECH INDUSTRY CO.,LTD
E8088B	HUAWEI TECHNOLOGIES CO.,LTD
E80945	Integrated Device Technology (Malaysia) Sdn. Bhd.
E80959	Guoguang Electric Co.,Ltd
E80B13	Akib Systems Taiwan, INC
E80C38	DAEYOUNG INFORMATION SYSTEM CO., LTD
E80C75	Syncbak, Inc.
E8102E	Really Simple Software, Inc
E81132	Samsung Electronics Co.,Ltd
E811CA	SHANDONG KAER ELECTRIC.CO.,LTD
E81324	GuangZhou Bonsoninfo System CO.,LTD
E81363	Comstock RD, Inc.
E81367	AIRSOUND Inc.
E8150E	Nokia Corporation
E8162B	IDEO Security Co., Ltd.
E817FC	NIFTY Corporation
E81863	IEEE Registration Authority
E82877	TMY Co., Ltd.
E828D5	Cots Technology
E82AEA	Intel Corporate
E82E24	Out of the Fog Research LLC
E83381	ARRIS Group, Inc.
E8343E	Beijing Infosec Technologies Co., LTD.
E8377A	ZyXEL Communications Corporation
E83935	Hewlett Packard
E839DF	ASKEY COMPUTER CORP
E83A12	Samsung Electronics Co.,Ltd
E83A97	Toshiba Corporation
E83EB6	Rim
E83EFB	GEODESIC LTD.
E83EFC	ARRIS Group, Inc.
E84040	Cisco Systems, Inc
E840F2	PEGATRON CORPORATION
E843B6	QNAP Systems, Inc.
E8447E	Bitdefender SRL
E8481F	Advanced Automotive Antennas
E84DD0	HUAWEI TECHNOLOGIES CO.,LTD
E84E06	EDUP INTERNATIONAL (HK) CO., LTD
E84E84	Samsung Electronics Co.,Ltd
E84ECE	Nintendo Co., Ltd.
E8508B	SAMSUNG ELECTRO-MECHANICS(THAILAND)
E8516E	TSMART Inc.
E8519D	Yeonhab Precision Co.,LTD
E85484	NEO Information Systems Co., Ltd.
E855B4	SAI Technology Inc.
E85659	Advanced-Connectek Inc.
E856D6	NCTech Ltd
E85AA7	LLC Emzior
E85B5B	LG ELECTRONICS INC
E85BF0	Imaging Diagnostics
E85D6B	Luminate Wireless
E85E53	Infratec Datentechnik GmbH
E8611F	Dawning Information Industry Co.,Ltd
E8617E	Liteon Technology Corporation
E86183	Black Diamond Advanced Technology, LLC
E861BE	Melec Inc.
E86549	Cisco Systems, Inc
E865D4	Tenda Technology Co.,Ltd.Dongguan branch
E866C4	Diamanti
E86CDA	Supercomputers and Neurocomputers Research Center
E86D52	ARRIS Group, Inc.
E86D54	Digit Mobile Inc
E86D6E	voestalpine SIGNALING Fareham Ltd.
E8718D	Elsys Equipamentos Eletronicos Ltda
E874E6	ADB Broadband Italia
E8757F	FIRS Technologies(Shenzhen) Co., Ltd
E878A1	BEOVIEW INTERCOM DOO
E87AF3	S5 Tech S.r.l.
E8802E	Apple, Inc.
E880D8	GNTEK Electronics Co.,Ltd.
E887A3	Loxley Public Company Limited
E8886C	Shenzhen SC Technologies Co.,LTD
E8892C	ARRIS Group, Inc.
E88D28	Apple, Inc.
E88DF5	ZNYX Networks, Inc.
E88E60	NSD Corporation
E89120	Motorola Mobility LLC, a Lenovo Company
E89218	Arcontia International AB
E892A4	LG Electronics (Mobile Communications)
E89309	Samsung Electronics Co.,Ltd
E8944C	Cogent Healthcare Systems Ltd
E894F6	TP-LINK TECHNOLOGIES CO.,LTD.
E89606	testo Instruments (Shenzhen) Co., Ltd.
E8995A	PiiGAB, Processinformation i Goteborg AB
E899C4	HTC Corporation
E89A8F	QUANTA COMPUTER INC.
E89AFF	Fujian Landi Commercial Equipment Co.,Ltd
E89D87	Toshiba
E89E0C	Private
E89EB4	Hon Hai Precision Ind. Co.,Ltd.
E89FEC	CHENGDU KT ELECTRONIC HI-TECH CO.,LTD
E8A364	Signal Path International / Peachtree Audio
E8A4C1	Deep Sea Electronics PLC
E8A7F2	Straffic
E8ABFA	Shenzhen Reecam Tech.Ltd.
E8B1FC	Intel Corporate
E8B2AC	Apple, Inc.
E8B4AE	Shenzhen C&D Electronics Co.,Ltd
E8B4C8	Samsung Electronics Co.,Ltd
E8B748	Cisco Systems, Inc
E8BA70	Cisco Systems, Inc
E8BB3D	Sino Prime-Tech Limited
E8BBA8	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E8BDD1	HUAWEI TECHNOLOGIES CO.,LTD
E8BE81	Sagemcom Broadband SAS
E8C1D7	Philips
E8C229	H-Displays (MSC) Bhd
E8C320	Austco Communication Systems Pty Ltd
E8C74F	Liteon Technology Corporation
E8CBA1	Nokia Corporation
E8CC18	D-Link International
E8CC32	Micronet  LTD
E8CD2D	HUAWEI TECHNOLOGIES CO.,LTD
E8CE06	SkyHawke Technologies, LLC.
E8D0FA	MKS Instruments Deutschland GmbH
E8D11B	ASKEY COMPUTER CORP
E8D483	ULTIMATE Europe Transportation Equipment GmbH
E8D4E0	Beijing BenyWave Technology Co., Ltd.
E8DA96	Zhuhai Tianrui Electrical Power Tech. Co., Ltd.
E8DAAA	VideoHome Technology Corp.
E8DE27	TP-LINK TECHNOLOGIES CO.,LTD.
E8DE8E	Integrated Device Technology (Malaysia) Sdn. Bhd.
E8DED6	Intrising Networks, Inc.
E8DFF2	PRF Co., Ltd.
E8E08F	GRAVOTECH MARKING SAS
E8E0B7	Toshiba
E8E1E2	Energotest
E8E5D6	Samsung Electronics Co.,Ltd
E8E732	Alcatel-               # Alcatel-Lucent Enterprise
E8E770	Warp9 Tech Design, Inc.
E8E776	Shenzhen Kootion Technology Co., Ltd
E8E875	iS5 Communications Inc.
E8EA6A	StarTech.com
E8EADA	Denkovi Assembly Electronics LTD
E8EB11	Texas Instruments
E8ED05	ARRIS Group, Inc.
E8EDF3	Cisco Systems, Inc
E8EF89	OPMEX Tech.
E8F1B0	Sagemcom Broadband SAS
E8F226	MILLSON CUSTOM SOLUTIONS INC.
E8F2E2	LG Innotek
E8F2E3	Starcor Beijing Co.,Limited
E8F724	Hewlett Packard Enterprise
E8F928	RFTECH SRL
E8FC60	ELCOM Innovations Private Limited
E8FCAF	Netgear
E8FD72	SHANGHAI LINGUO TECHNOLOGY CO., LTD.
E8FD90	Turbostor
E8FDE8	CeLa Link Corporation
EC0133	TRINUS SYSTEMS INC.
EC01E2	FOXCONN INTERCONNECT TECHNOLOGY
EC01EE	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
EC086B	TP-LINK TECHNOLOGIES CO.,LTD.
EC0D9A	Mellanox Technologies, Inc.
EC0EC4	Hon Hai Precision Ind. Co.,Ltd.
EC0ED6	ITECH INSTRUMENTS SAS
EC1000	Enance Source Co., Ltd.	PC clones(?)
EC107B	Samsung Electronics Co.,Ltd
EC1120	FloDesign Wind Turbine Corporation
EC1127	Texas Instruments
EC13B2	Netonix
EC13DB	Juniper Networks
EC14F6	BioControl AS
EC172F	TP-LINK TECHNOLOGIES CO.,LTD.
EC1766	Research Centre Module
EC1A59	Belkin International Inc.
EC1D7F	zte corporation
EC1F72	SAMSUNG ELECTRO-MECHANICS(THAILAND)
EC219F	VidaBox LLC
EC21E5	Toshiba
EC2257	JiangSu NanJing University Electronic Information Technology Co.,Ltd
EC2280	D-Link International
EC233D	HUAWEI TECHNOLOGIES CO.,LTD
EC2368	IntelliVoice Co.,Ltd.
EC237B	zte corporation
EC24B8	Texas Instruments
EC26CA	TP-LINK TECHNOLOGIES CO.,LTD.
EC26FB	TECC CO.,LTD.
EC2AF0	Ypsomed AG
EC2C49	University of Tokyo
EC2E4E	Hitachi-               # HITACHI-LG DATA STORAGE INC
EC3091	Cisco Systems, Inc
EC3586	Apple, Inc.
EC363F	Markov Corporation
EC388F	HUAWEI TECHNOLOGIES CO.,LTD
EC3BF0	Novelsat
EC3C5A	SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD
EC3C88	MCNEX Co.,Ltd.
EC3E09	PERFORMANCE DESIGNED PRODUCTS, LLC
EC3EF7	Juniper Networks
EC3F05	Institute 706, The Second Academy China Aerospace Science & Industry Corp
EC42F0	ADL Embedded Solutions, Inc.
EC438B	Yaptv
EC43E6	AWCER Ltd.
EC43F6	ZyXEL Communications Corporation
EC4476	Cisco Systems, Inc
EC4644	TTK SAS
EC4670	Meinberg Funkuhren GmbH & Co. KG
EC473C	Redwire, LLC
EC4993	Qihan Technology Co., Ltd
EC4C4D	ZAO NPK RoTeK
EC4D47	HUAWEI TECHNOLOGIES CO.,LTD
EC4F82	Calix Inc.
EC52DC	WORLD MEDIA AND TECHNOLOGY Corp.
EC542E	Shanghai XiMei Electronic Technology Co. Ltd
EC55F9	Hon Hai Precision Ind. Co.,Ltd.
EC59E7	Microsoft Corporation
EC5A86	Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd
EC5C69	MITSUBISHI HEAVY INDUSTRIES MECHATRONICS SYSTEMS,LTD.
EC5F23	Qinghai Kimascend Electronics Technology Co. Ltd.
EC60E0	AVI-ON LABS
EC6264	Global411 Internet Services, LLC
EC63E5	ePBoard Design LLC
EC64E7	MOCACARE Corporation
EC66D1	B&W Group LTD
EC6881	Palo Alto Networks
EC6C9F	Chengdu Volans Technology CO.,LTD
EC71DB	Shenzhen Baichuan Digital Technology Co., Ltd.
EC74BA	Hirschmann Automation and Control GmbH
EC7C74	Justone Technologies Co., Ltd.
EC7D9D	Mei
EC8009	NovaSparks
EC836C	RM Tech Co., Ltd.
EC852F	Apple, Inc.
EC888F	TP-LINK TECHNOLOGIES CO.,LTD.
EC8892	Motorola Mobility LLC, a Lenovo Company
EC89F5	Lenovo Mobile Communication Technology Ltd.
EC8A4C	zte corporation
EC8CA2	Ruckus Wireless
EC8EAD	Dlx
EC8EAE	Nagravision SA
EC8EB5	Hewlett Packard
EC9233	Eddyfi NDT Inc
EC9327	Memmert+               # MEMMERT GmbH + Co. KG
EC93ED	DDoS-Guard LTD
EC9681	2276427 Ontario Inc
EC986C	Lufft Mess- und Regeltechnik GmbH
EC98C1	Beijing Risbo Network Technology Co.,Ltd
EC9A74	Hewlett Packard
EC9B5B	Nokia Corporation
EC9BF3	SAMSUNG ELECTRO-MECHANICS(THAILAND)
EC9ECD	Artesyn Embedded Technologies
ECA29B	Kemppi Oy
ECA86B	Elitegroup Computer Systems Co.,Ltd.
ECA9FA	GUANGDONG GENIUS TECHNOLOGY CO.,LTD.
ECAAA0	PEGATRON CORPORATION
ECADB8	Apple, Inc.
ECB106	Acuro Networks, Inc
ECB1D7	Hewlett Packard
ECB541	SHINANO E and E Co.Ltd.
ECB870	Beijing Heweinet Technology Co.,Ltd.
ECB907	CloudGenix Inc
ECBAFE	Giroptic
ECBBAE	Digivoice Tecnologia em Eletronica Ltda
ECBD09	FUSION Electronics Ltd
ECBD1D	Cisco Systems, Inc
ECC38A	Accuenergy (CANADA) Inc
ECC882	Cisco Systems, Inc
ECCB30	HUAWEI TECHNOLOGIES CO.,LTD
ECCD6D	Allied Telesis, Inc.
ECD00E	MiraeRecognition Co., Ltd.
ECD040	GEA Farm Technologies GmbH
ECD19A	Zhuhai Liming Industries Co., Ltd
ECD68A	Shenzhen JMicron Intelligent Technology Developmen
ECD925	Rami
ECD950	IRT SA
ECD9D1	Shenzhen TG-NET Botone Technology Co.,Ltd.
ECDE3D	Lamprey Networks, Inc.
ECDF3A	vivo Mobile Communication Co., Ltd.
ECE09B	Samsung Electronics Co.,Ltd
ECE154	Beijing Unisound Information Technology Co.,Ltd.
ECE1A9	Cisco Systems, Inc
ECE2FD	SKG Electric Group(Thailand) Co., Ltd.
ECE512	tado GmbH
ECE555	Hirschmann Automation
ECE744	Omntec mfg. inc
ECE90B	SISTEMA SOLUCOES ELETRONICAS LTDA - EASYTECH
ECE915	STI Ltd
ECE9F8	Guang Zhou TRI-SUN Electronics Technology  Co., Ltd
ECEA03	DARFON LIGHTING CORP
ECEED8	ZTLX Network Technology Co.,Ltd
ECF00E	Abocom
ECF236	NEOMONTANA ELECTRONICS
ECF342	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
ECF35B	Nokia Corporation
ECF4BB	Dell Inc.
ECF72B	HD DIGITAL TECH CO., LTD.
ECFAAA	The IMS Company
ECFC55	A. Eberle GmbH & Co. KG
ECFE7E	BlueRadios, Inc.
F0007F	Janz - Contadores de Energia, SA
F0022B	Chrontel
F00248	SmarteBuilding
F0038C	AzureWave Technology Inc.
F00786	Shandong Bittel Electronics Co., Ltd
F008F1	Samsung Electronics Co.,Ltd
F00D5C	JinQianMao  Technology Co.,Ltd.
F013C3	SHENZHEN FENDA TECHNOLOGY CO., LTD
F015A0	KyungDong One Co., Ltd.
F015B9	PlayFusion Limited
F0182B	LG Chem
F01B6C	vivo Mobile Communication Co., Ltd.
F01C13	LG Electronics (Mobile Communications)
F01C2D	Juniper Networks
F01DBC	Microsoft Corporation
F01E34	ORICO Technologies Co., Ltd
F01FAF	Dell Inc.
F0219D	Cal-Comp Electronics & Communications Company Ltd.
F0224E	Esan electronic co.
F02329	SHOWA DENKI CO.,LTD.
F02405	OPUS High Technology Corporation
F02408	Talaris (Sweden) AB
F02475	Apple, Inc.
F02572	Cisco Systems, Inc
F025B7	SAMSUNG ELECTRO-MECHANICS(THAILAND)
F02624	WAFA TECHNOLOGIES CO., LTD.
F0264C	Dr. Sigrist AG
F0272D	Amazon Technologies Inc.
F02745	F-Secure Corporation
F02765	Murata Manufacturing Co., Ltd.
F02929	Cisco Systems, Inc
F02A23	Creative Next Design
F02A61	Waldo Networks, Inc.
F02FA7	HUAWEI TECHNOLOGIES CO.,LTD
F02FD8	Bi2-Vision
F0321A	Mita-Teknik A/S
F03404	TCT mobile ltd
F037A1	Huike Electronics (SHENZHEN) CO., LTD.
F03A4B	Bloombase, Inc.
F03A55	Omega Elektronik AS
F03D29	Actility
F03E90	Ruckus Wireless
F03EBF	GOGORO TAIWAN LIMITED
F03FF8	R L Drake
F0407B	Fiberhome Telecommunication Technologies Co.,LTD
F0421C	Intel Corporate
F04335	DVN(Shanghai)Ltd.
F04347	HUAWEI TECHNOLOGIES CO.,LTD
F04A2B	PYRAMID Computer GmbH
F04B6A	Scientific Production Association Siberian Arsenal, Ltd.
F04BF2	JTECH Communications, Inc.
F04DA2	Dell Inc.
F04F7C	Private
F05849	CareView Communications
F05A09	Samsung Electronics Co.,Ltd
F05B7B	Samsung Electronics Co.,Ltd
F05C19	Aruba Networks
F05D89	Dycon Limited
F05DC8	Duracell Powermat
F05F5A	Getriebebau NORD GmbH and Co. KG
F06130	Advantage Pharmacy Services, LLC
F0620D	Shenzhen Egreat Tech Corp.,Ltd
F06281	ProCurve Networking by HP
F065DD	Primax Electronics Ltd.
F06853	Integrated Corporation
F06BCA	Samsung Electronics Co.,Ltd
F06E32	MICROTEL INNOVATION S.R.L.
F0728C	Samsung Electronics Co.,Ltd
F073AE	PEAK-System Technik
F074E4	Thundercomm Technology Co., Ltd
F0761C	COMPAL INFORMATION (KUNSHAN) CO., LTD.
F07765	Sourcefire, Inc
F077D0	Xcellen
F07816	Cisco Systems, Inc
F07959	ASUSTek COMPUTER INC.
F07960	Apple, Inc.
F07BCB	Hon Hai Precision Ind. Co.,Ltd.
F07D68	D-Link Corporation
F07F06	Cisco Systems, Inc
F07F0C	Leopold Kostal GmbH &Co. KG
F081AF	IRZ AUTOMATION TECHNOLOGIES LTD
F08261	Sagemcom Broadband SAS
F0842F	ADB Broadband Italia
F084C9	zte corporation
F08A28	JIANGSU HENGSION ELECTRONIC S and T CO.,LTD
F08BFE	COSTEL.,CO.LTD
F08CFB	Fiberhome Telecommunication Technologies Co.,LTD
F08EDB	VeloCloud Networks
F0921C	Hewlett Packard
F0933A	NxtConect
F093C5	Garland Technology
F097E5	TAMIO, INC
F09838	HUAWEI TECHNOLOGIES CO.,LTD
F099BF	Apple, Inc.
F09A51	Shanghai Viroyal Electronic Technology Company Limited
F09CBB	RaonThink Inc.
F09CE9	Aerohive Networks Inc.
F09E63	Cisco Systems, Inc
F09FC2	Ubiquiti Networks Inc.
F0A225	Private
F0A764	GST Co., Ltd.
F0AB54	MITSUMI ELECTRIC CO.,LTD.
F0ACA4	HBC-radiomatic
F0ACD7	IEEE Registration Authority
F0AD4E	Globalscale Technologies, Inc.
F0AE51	Xi3 Corp
F0B052	Ruckus Wireless
F0B0E7	Apple, Inc.
F0B2E5	Cisco Systems, Inc
F0B429	Xiaomi Communications Co Ltd
F0B479	Apple, Inc.
F0B6EB	Poslab Technology Co., Ltd.
F0BCC8	MaxID (Pty) Ltd
F0BDF1	Sipod Inc.
F0BF97	Sony Corporation
F0C1F1	Apple, Inc.
F0C24C	Zhejiang FeiYue Digital Technology Co., Ltd
F0C27C	Mianyang Netop Telecom Equipment Co.,Ltd.
F0C77F	Texas Instruments
F0C850	HUAWEI TECHNOLOGIES CO.,LTD
F0C88C	LeddarTech Inc.
F0CBA1	Apple, Inc.
F0D14F	LINEAR LLC
F0D1A9	Apple, Inc.
F0D1B8	Ledvance
F0D2F1	Amazon Technologies Inc.
F0D3A7	CobaltRay Co., Ltd
F0D3E7	Sensometrix SA
F0D5BF	Intel Corporate
F0D657	Echosens
F0D767	Axema Passagekontroll AB
F0D7AA	Motorola Mobility LLC, a Lenovo Company
F0D9B2	EXO S.A.
F0DA7C	RLH INDUSTRIES,INC.
F0DB30	Yottabyte
F0DBE2	Apple, Inc.
F0DBF8	Apple, Inc.
F0DCE2	Apple, Inc.
F0DE71	Shanghai EDO Technologies Co.,Ltd.
F0DEB9	ShangHai Y&Y Electronics Co., Ltd
F0DEF1	Wistron Infocomm (Zhongshan) Corporation
F0E5C3	Drägerwerk AG & Co. KG aA
F0E77E	Samsung Electronics Co.,Ltd
F0EBD0	Shanghai Feixun Communication Co.,Ltd.
F0EC39	Essec
F0ED1E	Bilkon Bilgisayar Kontrollu Cih. Im.Ltd.
F0EE10	Samsung Electronics Co.,Ltd
F0EE58	PACE Telematics GmbH
F0EEBB	VIPAR GmbH
F0F002	Hon Hai Precision Ind. Co.,Ltd.
F0F249	Hitron Technologies. Inc
F0F260	Mobitec AB
F0F336	TP-LINK TECHNOLOGIES CO.,LTD.
F0F5AE	Adaptrum Inc.
F0F61C	Apple, Inc.
F0F644	Whitesky Science & Technology Co.,Ltd.
F0F669	Motion Analysis Corporation
F0F755	Cisco Systems, Inc
F0F7B3	Phorm
F0F842	KEEBOX, Inc.
F0F9F7	IES GmbH & Co. KG
F0FDA0	Acurix Networks Pty Ltd
F0FE6B	Shanghai High-Flying Electronics Technology Co., Ltd
F40304	Google, Inc.
F40321	BeNeXt B.V.
F4032F	Reduxio Systems
F40343	Hewlett Packard Enterprise
F4044C	ValenceTech Limited
F40669	Intel Corporate
F4068D	devolo AG
F406A5	Hangzhou Bianfeng Networking Technology Co., Ltd.
F409D8	SAMSUNG ELECTRO-MECHANICS(THAILAND)
F40A4A	INDUSNET Communication Technology Co.,LTD
